Vorausberechneter Bevölkerungsstand: Bundesländer, Stichtag,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Varianten der Bevölkerungsvorausberechnung, Geschlecht,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Altersjahre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerungsvorausberechnungen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vorausberechneter Bevölkerungsstand (1000);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;87-Jährige;14;15;17;19;20;21;23;24;25;24;20;20;20;15;18;20;22;23;24;24;25;25;26;27;29;30;32;34;35;37;38;40;41;41;41;41;40;39;36;35;33;31
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;88-Jährige;12;12;13;15;17;18;19;20;21;22;21;18;17;17;13;16;18;19;21;21;21;22;22;23;25;26;27;28;30;32;33;34;36;37;37;37;37;36;35;33;32;30
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;89-Jährige;11;10;10;11;13;15;15;16;17;19;19;18;15;15;15;12;14;16;17;18;19;19;19;19;21;22;23;24;25;27;28;30;31;32;33;33;33;33;33;32;30;29
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;90-Jährige;8;9;9;9;9;11;12;13;14;14;16;16;15;13;13;13;10;12;13;15;16;16;16;17;17;18;19;20;21;22;24;25;26;27;28;29;29;30;29;29;28;27
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;91-Jährige;7;7;7;7;7;7;9;10;11;11;12;13;13;13;11;11;11;8;10;11;12;13;14;14;14;14;15;16;17;18;19;20;21;23;23;25;25;25;26;26;25;25
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;92-Jährige;5;5;5;6;6;6;6;7;8;9;9;10;11;11;10;9;9;9;7;8;9;10;11;11;12;12;12;13;14;15;15;16;17;18;19;20;21;22;22;22;22;22
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;93-Jährige;4;4;4;4;5;5;5;5;6;6;7;7;8;9;9;8;7;7;7;6;7;8;8;9;9;9;10;10;11;11;12;13;13;14;15;16;17;18;18;18;19;19
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;94-Jährige;2;3;3;3;3;3;3;3;4;4;5;5;6;6;7;7;7;6;6;6;4;5;6;7;7;7;8;8;8;9;9;10;10;11;12;12;13;14;15;15;15;15
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;95-Jährige;2;2;2;2;2;2;3;3;3;3;3;4;4;4;5;5;5;5;4;4;4;3;4;5;5;6;6;6;6;6;7;7;8;8;9;9;10;11;11;12;12;12
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;96-Jährige;1;1;1;1;1;2;2;2;2;2;2;2;3;3;3;3;4;4;4;3;3;3;3;3;4;4;4;4;5;5;5;5;6;6;6;7;7;8;8;9;9;10
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;97-Jährige;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;3;3;3;3;2;2;2;2;2;3;3;3;3;3;4;4;4;4;5;5;5;6;6;6;7;7
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;98-Jährige;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;3;3;3;3;3;4;4;4;4;5;5;5
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;99-Jährige;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;3;3;3;3;3;4
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;100 Jahre und mehr;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;4;4;4;4;5;5;6;6;7
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;Insgesamt;5533;5560;5584;5606;5624;5640;5653;5663;5669;5672;5672;5670;5667;5662;5657;5652;5645;5637;5629;5620;5610;5599;5587;5575;5561;5547;5533;5518;5503;5487;5471;5455;5439;5423;5406;5390;5374;5358;5342;5326;5311;5296
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;unter 1 Jahr;53;54;54;54;54;53;53;52;52;51;50;50;49;48;47;46;46;45;44;44;44;43;43;43;43;43;44;44;44;44;45;45;45;45;46;46;46;46;45;45;45;45
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;1-Jährige;53;54;54;54;54;54;54;53;53;52;51;51;50;49;48;47;47;46;45;45;44;44;44;43;43;43;44;44;44;44;45;45;45;46;46;46;46;46;46;46;45;45
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;2-Jährige;53;54;54;54;54;54;54;54;53;53;52;51;51;50;49;48;47;47;46;45;45;44;44;44;44;43;44;44;44;44;45;45;45;45;46;46;46;46;46;46;46;46
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;3-Jährige;53;54;54;54;54;55;54;54;54;53;53;52;52;51;50;49;48;48;47;46;45;45;44;44;44;44;44;44;44;44;44;45;45;45;46;46;46;46;46;46;46;46
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;4-Jährige;52;54;54;54;55;55;55;55;54;54;54;53;52;52;51;50;49;48;48;47;46;46;45;45;44;44;44;44;44;44;44;44;45;45;45;46;46;46;46;46;46;46
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;5-Jährige;50;52;54;54;54;55;55;55;55;54;54;54;53;52;52;51;50;49;48;48;47;46;46;45;45;44;44;44;44;44;44;44;44;45;45;45;46;46;46;46;46;46
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;6-Jährige;49;50;53;54;54;55;55;55;55;55;54;54;54;53;52;52;51;50;49;49;48;47;46;46;45;45;44;44;44;44;44;44;44;45;45;45;45;46;46;46;46;46
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;7-Jährige;48;49;51;53;54;54;55;55;55;55;55;55;54;54;53;52;52;51;50;49;49;48;47;46;46;45;45;44;44;44;44;44;44;44;45;45;45;46;46;46;46;46
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;8-Jährige;48;48;49;51;53;54;54;55;55;55;55;55;55;54;54;53;53;52;51;50;49;49;48;47;46;46;45;45;44;44;44;44;44;44;44;45;45;45;46;46;46;46
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;9-Jährige;49;48;49;49;51;53;55;55;55;55;55;55;55;55;54;54;53;53;52;51;50;50;49;48;47;47;46;45;45;45;44;44;44;44;44;44;45;45;45;46;46;46
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;10-Jährige;48;49;48;49;50;51;53;55;55;55;55;55;55;55;55;54;54;53;53;52;51;50;50;49;48;47;47;46;45;45;45;44;44;44;44;44;45;45;45;45;46;46
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;11-Jährige;50;49;49;48;49;50;51;53;55;55;55;55;55;55;55;55;54;54;53;53;52;51;50;50;49;48;47;47;46;46;45;45;44;44;44;44;44;45;45;45;46;46
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;12-Jährige;50;50;49;49;49;49;50;52;54;55;55;55;55;55;55;55;55;55;54;54;53;52;51;51;50;49;48;48;47;46;46;45;45;45;44;44;44;45;45;45;45;46
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;13-Jährige;49;50;50;49;50;49;49;50;52;54;55;55;55;56;56;55;55;55;55;54;54;53;52;51;51;50;49;48;48;47;46;46;45;45;45;45;44;45;45;45;45;46
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;14-Jährige;50;49;51;50;49;50;49;49;50;52;54;55;55;56;56;56;56;55;55;55;54;54;53;52;52;51;50;49;48;48;47;46;46;45;45;45;45;45;45;45;45;45
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;15-Jährige;51;51;50;51;51;49;50;49;50;50;52;54;55;55;56;56;56;56;56;55;55;54;54;53;52;52;51;50;49;49;48;47;47;46;46;45;45;45;45;45;45;45
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;16-Jährige;51;51;51;50;51;51;50;50;49;50;51;52;54;55;55;56;56;56;56;56;55;55;55;54;53;53;52;51;50;50;49;48;47;47;46;46;46;45;45;45;45;45
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;17-Jährige;52;51;52;51;50;51;51;50;50;49;50;51;52;54;56;56;56;56;56;56;56;56;55;55;54;54;53;52;51;51;50;49;48;48;47;47;46;46;46;45;45;46
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;18-Jährige;54;53;52;52;52;51;52;52;50;51;50;50;51;52;54;56;56;56;56;56;56;56;56;56;55;55;54;53;53;52;51;50;50;49;48;48;47;47;46;46;46;46
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;19-Jährige;58;55;54;53;53;52;51;52;52;51;51;50;51;51;53;55;56;56;57;57;57;57;57;56;56;56;55;55;54;53;52;52;51;50;49;49;48;48;47;47;47;47
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;20-Jährige;59;59;56;55;54;54;53;52;53;53;51;52;50;51;52;53;55;57;57;57;57;57;57;57;57;57;56;56;55;55;54;53;52;52;51;50;50;49;49;48;48;48
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;21-Jährige;62;60;60;57;56;55;55;54;53;54;53;52;52;51;52;52;54;56;57;57;58;58;58;58;58;58;57;57;57;56;55;55;54;53;52;52;51;51;50;50;49;49
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;22-Jährige;66;64;61;61;58;57;56;55;55;53;54;54;52;52;51;52;53;54;56;58;58;58;59;59;59;59;58;58;58;57;57;56;55;55;54;53;53;52;51;51;50;50
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;23-Jährige;66;67;65;62;62;59;58;56;56;55;54;54;54;52;53;52;53;53;55;57;58;59;59;59;59;59;59;59;59;58;58;58;57;56;56;55;54;54;53;52;52;51
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;24-Jährige;66;67;68;66;63;63;60;58;57;57;55;54;55;54;53;53;52;53;54;56;57;59;59;60;60;60;60;60;60;60;59;59;58;58;57;56;56;55;54;54;53;53
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;25-Jährige;67;66;68;69;66;64;63;60;59;57;57;56;54;55;55;53;54;53;54;54;56;58;60;60;60;60;61;61;61;60;60;60;59;59;58;58;57;56;56;55;55;54
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;26-Jährige;69;67;67;69;70;67;64;64;61;59;58;57;56;55;55;55;54;54;53;54;55;56;58;60;60;61;61;61;61;61;61;61;60;60;59;59;58;58;57;56;56;55
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;27-Jährige;69;69;68;68;69;70;67;65;64;61;59;58;57;56;55;56;55;54;54;53;54;55;57;59;60;60;61;61;61;61;61;61;61;61;60;60;59;59;58;57;57;56
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;28-Jährige;71;69;70;69;68;69;70;68;65;64;61;59;58;58;56;55;56;56;54;55;54;55;55;57;59;61;61;61;61;62;62;62;62;61;61;61;60;60;59;58;58;57
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;29-Jährige;74;72;70;70;69;68;70;70;68;65;64;61;60;58;58;57;55;56;56;54;55;54;55;56;57;59;61;61;62;62;62;62;62;62;62;61;61;60;60;59;59;58
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;30-Jährige;73;75;72;70;70;69;69;70;71;68;65;65;61;60;58;58;57;55;56;56;55;55;54;55;56;58;59;61;61;62;62;62;62;62;62;62;61;61;61;60;59;59
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;31-Jährige;74;73;75;73;71;71;69;69;70;71;68;66;65;61;60;58;58;57;56;56;56;55;55;54;55;56;58;60;61;61;62;62;62;62;62;62;62;62;61;61;60;59
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;32-Jährige;71;74;74;76;73;71;71;70;69;70;71;68;66;65;62;60;59;58;57;56;57;56;55;55;55;55;56;58;60;61;61;62;62;62;62;62;62;62;62;61;61;60
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;33-Jährige;71;72;75;74;76;73;71;71;70;69;70;71;68;66;65;62;60;59;58;57;56;57;56;55;56;55;55;56;58;60;61;62;62;62;62;62;62;62;62;62;61;61
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;34-Jährige;69;72;72;75;74;76;73;71;71;70;69;70;71;68;66;65;62;60;59;58;57;56;57;57;55;56;55;55;56;58;60;61;62;62;62;62;63;62;62;62;62;61
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;35-Jährige;69;69;72;73;75;75;77;74;72;71;70;69;70;71;68;66;65;62;60;59;58;57;56;57;57;55;56;55;55;56;58;60;62;62;62;62;62;63;62;62;62;62
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;36-Jährige;69;69;70;73;73;76;75;77;74;72;72;70;69;70;71;68;66;65;62;60;59;59;57;56;57;57;55;56;55;56;56;58;60;62;62;62;62;62;63;62;62;62
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;37-Jährige;71;69;70;70;73;73;76;75;77;74;72;72;70;69;71;71;68;66;65;62;60;59;59;57;56;57;57;55;56;55;56;56;58;60;62;62;62;62;62;63;62;62
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;38-Jährige;71;71;70;70;70;73;73;76;75;77;74;72;72;70;69;71;71;69;66;65;62;61;59;59;58;56;57;57;55;56;55;56;56;58;60;62;62;62;62;62;62;62
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;39-Jährige;71;71;71;70;70;70;73;74;76;75;77;74;72;72;70;69;71;71;69;66;65;62;61;59;59;58;56;57;57;55;56;55;56;56;58;60;61;62;62;62;62;62
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;40-Jährige;67;71;71;71;70;70;71;73;74;76;76;77;74;72;72;70;70;71;71;69;66;65;62;61;59;59;58;56;57;57;55;56;55;56;56;58;60;61;62;62;62;62
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;41-Jährige;66;68;72;71;72;70;70;71;74;74;76;76;77;74;72;72;70;70;71;71;69;66;65;62;61;59;59;58;56;57;57;55;56;55;56;56;58;60;61;62;62;62
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;42-Jährige;65;66;68;72;72;72;71;71;71;74;74;77;76;77;74;72;72;70;70;71;71;69;66;65;62;61;59;59;58;56;57;57;55;56;55;56;56;58;60;61;62;62
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;43-Jährige;65;66;66;68;72;72;72;71;71;71;74;74;77;76;77;74;72;72;70;70;71;72;69;66;65;62;61;59;59;58;56;57;57;55;56;55;56;56;58;60;61;61
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;44-Jährige;64;65;66;66;68;72;72;72;71;71;71;74;74;77;76;78;74;72;72;70;70;71;72;69;66;65;62;61;59;59;58;56;57;57;55;56;55;56;56;58;60;61
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;45-Jährige;66;65;66;66;66;68;72;72;72;71;71;71;74;74;77;76;78;74;72;72;70;70;71;72;69;66;65;62;61;59;59;58;56;57;57;55;56;55;56;56;58;60
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;46-Jährige;66;66;65;66;66;66;69;72;72;72;71;71;71;74;74;77;76;78;74;72;72;70;70;71;72;69;66;65;62;61;59;59;58;56;57;57;55;56;55;56;56;58
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;47-Jährige;71;66;66;65;66;66;67;69;72;72;72;71;71;71;74;74;77;76;77;74;72;72;70;70;71;72;69;66;65;62;61;59;59;58;56;57;57;55;56;55;55;56
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;48-Jährige;76;71;66;66;65;66;66;67;69;72;72;72;71;71;71;74;74;77;76;77;74;72;72;70;70;71;71;69;66;65;62;61;59;59;58;56;57;57;55;56;55;55
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;49-Jährige;79;76;71;66;67;65;66;66;67;69;72;72;72;71;71;71;74;74;77;76;77;74;72;72;70;70;71;71;69;66;65;62;61;59;59;58;56;57;57;55;56;55
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;50-Jährige;84;79;76;71;66;67;65;66;66;67;69;72;72;72;71;71;71;74;74;76;76;77;74;72;72;70;70;71;71;69;66;65;62;61;59;59;57;56;57;57;55;56
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;51-Jährige;88;84;79;76;71;66;66;65;66;66;67;68;72;72;72;71;71;71;74;74;76;76;77;74;72;72;70;69;71;71;69;66;65;62;60;59;59;57;56;57;57;55
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;52-Jährige;89;87;84;79;76;71;66;66;65;66;66;66;68;72;72;72;71;71;71;73;74;76;75;77;74;72;72;70;69;71;71;68;66;65;62;60;59;58;57;56;57;56
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;53-Jährige;91;89;87;83;78;75;71;66;66;65;66;66;66;68;72;72;72;71;70;71;73;74;76;75;77;74;72;72;70;69;70;71;68;66;65;62;60;59;58;57;56;57
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;54-Jährige;90;91;89;87;83;78;75;71;66;66;65;65;66;66;68;72;72;72;70;70;71;73;74;76;75;77;74;72;71;70;69;70;71;68;66;65;62;60;59;58;57;56
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;55-Jährige;91;90;90;88;87;83;78;75;70;66;66;64;65;66;66;68;72;72;72;70;70;71;73;73;76;75;77;74;72;71;70;69;70;71;68;66;65;62;60;59;58;57
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;56-Jährige;90;91;89;90;88;87;83;78;75;70;65;66;64;65;66;66;68;72;71;71;70;70;70;73;73;76;75;77;73;71;71;70;69;70;71;68;66;65;62;60;59;58
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;57-Jährige;87;89;90;89;90;88;87;83;78;75;70;65;66;64;65;65;66;68;71;71;71;70;70;70;73;73;76;75;77;73;71;71;69;69;70;71;68;65;65;61;60;58
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;58-Jährige;86;87;89;90;89;90;88;86;82;78;75;70;65;66;64;65;65;66;68;71;71;71;70;70;70;73;73;75;75;76;73;71;71;69;69;70;70;68;65;64;61;60
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;59-Jährige;83;85;86;89;90;89;89;87;86;82;77;74;70;65;65;64;65;65;65;67;71;71;71;70;70;70;72;73;75;74;76;73;71;71;69;68;70;70;67;65;64;61
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;60-Jährige;79;83;85;86;88;89;88;89;87;86;82;77;74;69;65;65;63;64;65;65;67;71;71;71;69;69;70;72;73;75;74;76;73;71;70;69;68;69;70;67;65;64
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;61-Jährige;75;79;83;85;86;88;89;88;89;87;85;82;77;74;69;64;65;63;64;65;65;67;71;70;70;69;69;69;72;72;75;74;76;72;70;70;69;68;69;70;67;65
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;62-Jährige;73;75;79;82;84;85;88;89;87;88;86;85;81;76;73;69;64;65;63;64;64;65;67;70;70;70;69;69;69;72;72;74;74;75;72;70;70;68;68;69;69;67
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;63-Jährige;72;73;75;78;82;84;85;87;88;87;88;86;85;81;76;73;68;64;64;63;64;64;64;66;70;70;70;69;68;69;71;72;74;73;75;72;70;70;68;67;68;69
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;64-Jährige;68;71;72;74;78;81;83;84;87;88;86;87;85;84;80;76;73;68;63;64;62;63;64;64;66;70;69;69;68;68;68;71;71;74;73;75;71;69;69;68;67;68
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;65-Jährige;66;67;71;72;74;77;81;83;84;86;87;86;87;85;84;80;75;72;68;63;64;62;63;63;64;66;69;69;69;68;68;68;71;71;73;72;74;71;69;69;67;67
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;66-Jährige;64;66;67;70;71;73;77;80;82;83;86;87;85;86;84;83;79;75;72;67;63;63;62;63;63;63;65;69;69;69;67;67;68;70;70;73;72;74;71;69;68;67
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;67-Jährige;63;63;65;66;69;71;73;76;80;82;82;85;86;85;86;84;83;79;74;71;67;62;63;61;62;63;63;65;68;68;68;67;67;67;70;70;72;72;73;70;68;68
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;68-Jährige;61;63;63;65;66;69;70;72;76;79;81;82;84;85;84;85;83;82;78;74;71;66;62;62;61;62;62;63;64;68;68;68;67;67;67;69;70;72;71;73;70;68
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;69-Jährige;62;60;62;62;64;65;68;69;71;75;78;80;81;84;85;83;84;82;81;78;73;70;66;61;62;60;61;62;62;64;67;67;67;66;66;66;69;69;72;71;72;69
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;70-Jährige;60;61;60;62;61;63;64;68;69;71;74;78;80;80;83;84;83;84;82;81;77;72;70;65;61;61;60;61;61;62;63;67;67;67;66;66;66;68;69;71;70;72
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;71-Jährige;54;59;60;59;61;61;63;64;67;68;70;73;77;79;80;82;83;82;83;81;80;76;72;69;65;60;61;59;60;61;61;63;66;66;66;65;65;65;68;68;70;70
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;72-Jährige;50;53;58;59;58;60;60;62;63;66;67;69;73;76;78;79;81;82;81;82;80;79;76;71;69;64;60;60;59;60;60;61;62;66;66;66;65;64;65;67;68;70
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;73-Jährige;44;50;53;57;59;58;59;59;61;62;65;66;68;72;75;77;78;80;81;80;81;79;78;75;70;68;64;59;60;58;59;60;60;62;65;65;65;64;64;64;67;67
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;74-Jährige;38;43;49;52;57;58;57;59;59;60;61;64;66;67;71;74;76;77;79;80;79;80;79;77;74;70;67;63;58;59;58;59;59;59;61;64;64;64;63;63;64;66
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;75-Jährige;49;37;43;48;51;56;57;56;58;58;60;61;64;65;67;70;73;75;76;78;79;78;79;78;76;73;69;66;62;58;58;57;58;58;59;60;64;64;64;63;63;63
Baden-Württemberg;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;76-Jährige;49;48;36;42;47;50;55;56;55;57;57;59;60;63;64;66;69;72;74;75;77;78;77;78;76;75;72;68;65;61;57;58;56;57;58;58;60;63;63;63;62;62
